gender;star1;star2;star3;read1;read2;math1;math2;school1;school2;school3;experience1;experience2;experience3;EndScore
male;NA;NA;regular+aide;NA;NA;NA;NA;NA;NA;rural;NA;NA;16;561
male;regular;regular;NA;494;535;500;523;inner-city;inner-city;NA;5;1;NA;NA
female;regular+aide;regular+aide;regular+aide;503;573;510;561;inner-city;inner-city;inner-city;31;19;23;602
male;NA;NA;regular+aide;NA;NA;NA;NA;NA;NA;suburban;NA;NA;25;560
male;small;NA;NA;629;NA;584;NA;rural;NA;NA;27;NA;NA;NA
male;NA;NA;regular+aide;NA;NA;NA;NA;NA;NA;urban;NA;NA;9;NA
female;small;small;small;471;564;502;582;inner-city;inner-city;inner-city;17;2;3;619
male;NA;small;small;NA;NA;NA;NA;NA;rural;rural;NA;32;17;587
female;NA;NA;regular;NA;NA;NA;NA;NA;NA;rural;NA;NA;17;NA
male;regular;NA;NA;536;NA;578;NA;suburban;NA;NA;0;NA;NA;NA
female;regular+aide;NA;NA;454;NA;515;NA;rural;NA;NA;13;NA;NA;NA
female;small;small;small;497;579;500;603;inner-city;inner-city;inner-city;3;14;19;567
male;regular;regular;NA;419;483;454;522;inner-city;inner-city;NA;14;4;NA;NA
female;NA;NA;small;NA;NA;NA;NA;NA;NA;inner-city;NA;NA;1;NA
male;NA;NA;small;NA;NA;NA;NA;NA;NA;suburban;NA;NA;17;543
male;small;small;small;548;604;557;568;urban;urban;urban;19;12;2;653
male;NA;regular;regular;NA;622;NA;620;NA;inner-city;inner-city;NA;1;3;643
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;regular;regular;regular;499;614;512;584;rural;rural;rural;12;2;5;621
male;regular+aide;NA;NA;478;NA;512;NA;urban;NA;NA;8;NA;NA;NA
female;NA;NA;small;NA;NA;NA;NA;NA;NA;suburban;NA;NA;20;647
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;regular;regular;regular;651;684;627;721;rural;rural;rural;13;18;21;706
female;NA;NA;regular+aide;NA;NA;NA;NA;NA;NA;suburban;NA;NA;22;621
male;regular+aide;regular+aide;regular+aide;474;557;538;577;inner-city;inner-city;inner-city;35;32;18;618
female;regular+aide;regular+aide;regular+aide;536;618;562;620;rural;rural;rural;39;9;16;NA
male;small;small;NA;466;520;500;533;inner-city;inner-city;NA;30;3;NA;NA
female;NA;small;small;NA;523;NA;543;NA;suburban;suburban;NA;4;13;583
male;regular;NA;NA;477;NA;474;NA;rural;NA;NA;2;NA;NA;NA
female;regular;regular;regular;651;669;572;659;rural;rural;rural;12;2;5;698
male;regular+aide;NA;NA;451;NA;468;NA;inner-city;NA;NA;36;NA;NA;NA
male;regular;regular;NA;521;520;523;530;suburban;inner-city;NA;2;10;NA;NA
male;NA;NA;regular;NA;NA;NA;NA;NA;NA;inner-city;NA;NA;5;620
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;regular+aide;regular;regular+aide;519;550;578;570;inner-city;inner-city;inner-city;24;24;25;602
female;NA;NA;regular+aide;NA;NA;NA;NA;NA;NA;rural;NA;NA;16;674
female;regular;regular;regular;629;611;542;603;rural;rural;rural;8;10;13;655
male;regular;regular+aide;NA;558;631;523;582;suburban;inner-city;NA;25;16;NA;NA
female;regular;regular;regular;483;564;512;531;inner-city;inner-city;inner-city;14;13;19;599
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;small;small;NA;487;568;497;545;suburban;suburban;NA;18;15;NA;NA
female;NA;small;regular;NA;631;NA;648;NA;urban;urban;NA;6;15;NA
male;regular;small;small;495;593;520;620;suburban;suburban;suburban;25;28;11;574
female;regular+aide;regular+aide;regular+aide;485;550;497;531;inner-city;inner-city;inner-city;33;5;26;549
male;regular;regular;regular;533;611;500;577;suburban;suburban;suburban;18;12;22;614
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;NA;regular;regular;NA;602;NA;570;NA;suburban;suburban;NA;3;11;620
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;small;small;NA;475;536;512;577;rural;rural;NA;11;14;NA;NA
male;regular+aide;regular+aide;regular+aide;507;588;578;615;rural;rural;rural;9;15;15;630
female;small;small;small;521;571;538;603;rural;rural;rural;21;10;17;582
male;NA;NA;regular;NA;NA;NA;NA;NA;NA;suburban;NA;NA;22;653
male;small;small;NA;485;532;553;545;suburban;suburban;NA;0;14;NA;NA
female;NA;small;small;NA;618;NA;603;NA;rural;rural;NA;14;10;615
NA;NA;regular;NA;NA;NA;NA;NA;NA;suburban;NA;NA;17;NA;NA
female;regular+aide;regular+aide;regular+aide;488;550;515;548;suburban;suburban;suburban;2;12;14;613
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;NA;regular;regular;NA;NA;NA;NA;NA;urban;urban;NA;1;7;NA
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;small;regular;NA;490;547;488;520;suburban;inner-city;NA;4;7;NA;NA
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;NA;regular+aide;regular+aide;NA;637;NA;596;NA;rural;rural;NA;4;16;634
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;small;small;regular;488;547;493;565;inner-city;inner-city;inner-city;32;4;5;605
male;regular+aide;regular+aide;NA;469;511;507;557;rural;rural;NA;7;13;NA;NA
female;regular;NA;NA;450;NA;465;NA;rural;NA;NA;19;NA;NA;NA
male;small;NA;NA;478;NA;486;NA;rural;NA;NA;14;NA;NA;NA
female;small;small;small;579;618;553;603;inner-city;inner-city;inner-city;13;33;18;671
female;regular+aide;regular+aide;regular+aide;474;532;490;531;rural;rural;rural;6;23;15;567
female;regular+aide;regular+aide;regular+aide;604;631;545;611;rural;rural;rural;11;7;17;625
male;small;NA;NA;544;NA;592;NA;suburban;NA;NA;12;NA;NA;NA
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;NA;NA;regular;NA;NA;NA;NA;NA;NA;suburban;NA;NA;15;NA
female;NA;NA;regular+aide;NA;NA;NA;NA;NA;NA;rural;NA;NA;13;653
female;regular+aide;NA;NA;447;NA;481;NA;inner-city;NA;NA;36;NA;NA;NA
female;regular;regular;small;514;571;535;572;rural;rural;rural;5;31;0;579
female;regular;regular+aide;NA;450;554;486;561;inner-city;inner-city;NA;25;16;NA;NA
female;NA;regular;regular;NA;611;NA;559;NA;suburban;suburban;NA;10;4;606
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;NA;regular;regular;NA;547;NA;557;NA;suburban;suburban;NA;4;7;591
male;regular;regular;regular;558;562;592;563;urban;urban;urban;20;15;16;655
male;NA;regular+aide;regular+aide;NA;627;NA;659;NA;rural;rural;NA;8;11;660
male;NA;NA;small;NA;NA;NA;NA;NA;NA;suburban;NA;NA;18;642
male;NA;NA;regular+aide;NA;NA;NA;NA;NA;NA;rural;NA;NA;16;631
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;NA;regular+aide;NA;NA;505;NA;554;NA;rural;NA;NA;6;NA;NA
male;regular+aide;NA;NA;604;NA;601;NA;rural;NA;NA;5;NA;NA;NA
female;regular;regular;regular;469;538;488;504;inner-city;inner-city;inner-city;4;7;25;585
male;regular;regular;small;564;614;549;599;rural;rural;rural;13;19;9;632
female;small;NA;NA;495;NA;481;NA;rural;NA;NA;1;NA;NA;NA
male;small;small;small;530;584;500;607;suburban;suburban;suburban;18;15;12;615
male;NA;NA;small;NA;NA;NA;NA;NA;NA;rural;NA;NA;0;619
female;regular+aide;NA;NA;579;NA;557;NA;suburban;NA;NA;20;NA;NA;NA
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;small;small;small;469;575;542;590;inner-city;inner-city;inner-city;2;0;1;634
female;regular;regular;NA;454;NA;500;NA;inner-city;inner-city;NA;11;11;NA;NA
female;regular+aide;regular;regular+aide;521;552;578;526;inner-city;inner-city;inner-city;24;24;25;561
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;regular+aide;NA;NA;651;NA;601;NA;urban;NA;NA;11;NA;NA;NA
female;regular+aide;regular+aide;regular+aide;524;611;529;579;rural;rural;rural;11;15;8;627
female;NA;regular+aide;NA;NA;575;NA;533;NA;inner-city;NA;NA;13;NA;NA
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;regular;NA;NA;468;NA;562;NA;suburban;NA;NA;13;NA;NA;NA
male;small;small;small;571;669;578;632;rural;rural;rural;6;4;13;657
female;NA;regular;regular+aide;NA;536;NA;541;NA;inner-city;inner-city;NA;1;23;602
male;regular;NA;NA;423;NA;439;NA;rural;NA;NA;7;NA;NA;NA
female;NA;regular;regular;NA;547;NA;536;NA;rural;rural;NA;15;24;568
male;NA;small;NA;NA;NA;NA;NA;NA;rural;NA;NA;17;NA;NA
female;regular+aide;regular+aide;regular+aide;571;608;465;540;suburban;suburban;suburban;20;12;14;598
male;small;small;small;536;NA;584;NA;inner-city;inner-city;inner-city;8;21;11;633
male;regular;NA;NA;NA;NA;NA;NA;urban;NA;NA;20;NA;NA;NA
male;regular;regular;regular;501;569;542;579;rural;rural;rural;23;23;21;642
female;regular;regular;regular;571;637;584;603;suburban;suburban;suburban;3;14;30;629
male;regular;regular;regular;629;732;557;674;rural;rural;rural;5;11;19;677
male;regular;regular+aide;regular+aide;514;568;529;565;rural;rural;rural;5;33;7;609
female;NA;small;NA;NA;557;NA;559;NA;suburban;NA;NA;2;NA;NA
female;regular;NA;NA;604;NA;526;NA;urban;NA;NA;1;NA;NA;NA
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;small;small;small;471;554;507;565;urban;urban;urban;14;28;13;578
female;regular;regular;NA;472;NA;500;NA;rural;rural;NA;42;15;NA;NA
male;small;regular;regular;459;499;523;554;rural;rural;rural;16;17;12;NA
male;small;regular+aide;NA;475;527;518;492;inner-city;suburban;NA;1;8;NA;NA
female;regular;small;small;544;608;592;632;suburban;suburban;suburban;1;27;23;NA
male;regular+aide;NA;NA;512;NA;510;NA;inner-city;NA;NA;6;NA;NA;NA
female;small;NA;NA;441;NA;444;NA;rural;NA;NA;13;NA;NA;NA
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;regular;regular;regular+aide;579;659;567;590;rural;rural;rural;0;1;13;673
female;NA;regular+aide;regular+aide;NA;NA;NA;NA;NA;inner-city;inner-city;NA;10;7;625
female;regular+aide;regular+aide;regular;482;542;477;531;rural;rural;rural;8;13;26;NA
male;regular+aide;regular+aide;regular+aide;451;552;518;565;rural;rural;rural;3;11;4;611
female;regular;regular;regular;564;604;562;611;rural;rural;rural;12;13;8;662
female;regular+aide;regular+aide;regular+aide;579;669;592;632;rural;rural;rural;16;15;15;658
male;NA;NA;regular+aide;NA;NA;NA;NA;NA;NA;rural;NA;NA;10;677
female;regular+aide;regular;small;540;NA;592;NA;inner-city;inner-city;inner-city;24;24;2;557
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;regular;small;small;604;591;562;579;rural;rural;rural;32;10;4;627
female;small;small;small;505;637;520;582;rural;rural;rural;2;15;14;643
male;small;small;small;492;550;532;587;inner-city;inner-city;inner-city;4;26;7;617
female;regular+aide;regular+aide;regular+aide;499;604;553;639;rural;rural;rural;8;34;10;632
male;regular+aide;NA;NA;NA;NA;NA;NA;inner-city;NA;NA;5;NA;NA;NA
female;regular+aide;regular+aide;regular+aide;521;579;538;611;urban;urban;urban;0;12;31;646
male;small;NA;NA;553;NA;553;NA;rural;NA;NA;31;NA;NA;NA
female;regular;regular;NA;497;542;507;538;rural;rural;NA;12;2;NA;NA
male;regular+aide;regular+aide;regular+aide;521;604;500;596;suburban;suburban;suburban;29;12;6;626
male;small;small;NA;NA;NA;NA;NA;rural;rural;NA;NA;2;NA;NA
female;NA;regular;regular;NA;669;NA;596;NA;suburban;suburban;NA;20;19;670
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;regular+aide;regular+aide;regular+aide;530;643;526;607;suburban;suburban;suburban;29;33;2;636
female;NA;regular+aide;NA;NA;NA;NA;NA;NA;suburban;NA;NA;18;NA;NA
male;NA;small;NA;NA;NA;NA;NA;NA;rural;NA;NA;9;NA;NA
female;small;small;small;524;650;612;659;rural;rural;rural;2;28;36;700
female;regular;regular;regular;553;611;557;615;rural;rural;rural;42;0;23;631
female;regular+aide;regular+aide;regular+aide;540;591;529;584;rural;rural;rural;17;9;9;623
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;regular;regular+aide;NA;NA;560;NA;565;inner-city;inner-city;NA;25;16;NA;NA
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;NA;regular+aide;regular+aide;NA;557;NA;523;NA;inner-city;inner-city;NA;25;25;583
female;regular+aide;regular+aide;regular+aide;492;544;495;526;inner-city;inner-city;inner-city;4;16;11;557
male;small;small;small;579;571;545;550;rural;rural;rural;7;15;13;NA
male;NA;NA;regular;NA;NA;NA;NA;NA;NA;inner-city;NA;NA;31;575
male;regular;small;small;451;512;481;577;inner-city;inner-city;inner-city;0;14;8;543
female;regular;regular;regular;553;643;526;603;rural;rural;rural;16;13;37;644
male;small;NA;NA;425;NA;488;NA;rural;NA;NA;18;NA;NA;NA
female;small;small;regular;533;579;518;552;inner-city;inner-city;inner-city;17;5;14;609
male;regular;regular;small;490;550;505;499;suburban;suburban;suburban;13;17;17;NA
female;NA;regular;regular+aide;NA;NA;NA;NA;NA;inner-city;inner-city;NA;24;25;594
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;NA;regular+aide;NA;NA;547;NA;568;NA;suburban;NA;NA;18;NA;NA
female;regular+aide;regular+aide;regular+aide;NA;515;502;535;rural;rural;rural;3;11;4;583
female;regular;regular;regular;558;602;549;699;rural;rural;rural;11;31;7;666
female;regular+aide;NA;NA;NA;NA;NA;NA;inner-city;NA;NA;10;NA;NA;NA
male;regular;NA;NA;527;NA;515;NA;suburban;NA;NA;7;NA;NA;NA
male;small;small;small;544;643;549;611;rural;rural;rural;6;20;10;607
male;NA;regular+aide;regular+aide;NA;555;NA;599;NA;rural;rural;NA;11;4;607
female;regular;regular;regular;459;555;497;570;suburban;suburban;suburban;23;10;4;602
male;small;small;small;629;643;676;639;rural;rural;rural;9;0;7;663
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;small;small;small;651;659;567;639;rural;rural;rural;19;12;3;638
female;NA;NA;regular;NA;NA;NA;NA;NA;NA;suburban;NA;NA;8;654
male;small;small;small;482;549;557;603;suburban;suburban;suburban;9;15;6;626
male;regular+aide;NA;NA;477;NA;584;NA;suburban;NA;NA;2;NA;NA;NA
female;NA;regular;regular;NA;527;NA;533;NA;inner-city;inner-city;NA;30;31;564
female;regular;regular;small;571;627;538;603;rural;rural;rural;13;19;9;610
male;small;NA;regular;426;NA;458;NA;rural;NA;rural;13;NA;17;NA
male;regular;regular;regular;548;631;612;626;urban;urban;urban;8;1;7;638
female;NA;small;small;NA;593;NA;579;NA;rural;rural;NA;7;5;677
male;regular;NA;NA;438;NA;456;NA;inner-city;NA;NA;2;NA;NA;NA
male;regular+aide;regular+aide;regular+aide;564;604;532;590;rural;rural;rural;8;13;13;655
male;regular;NA;NA;444;NA;461;NA;inner-city;NA;NA;15;NA;NA;NA
male;regular;regular;regular;530;571;512;543;inner-city;inner-city;inner-city;2;NA;0;561
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;regular+aide;regular+aide;regular+aide;477;536;497;526;urban;urban;urban;0;12;31;560
male;regular;regular;regular;512;523;584;620;rural;rural;rural;42;0;23;579
male;small;small;small;445;512;465;550;inner-city;inner-city;inner-city;1;8;18;544
male;regular;regular;regular;495;536;529;538;rural;rural;rural;11;19;3;570
male;NA;regular;regular;NA;NA;NA;NA;NA;inner-city;suburban;NA;9;19;606
male;regular+aide;regular+aide;regular+aide;516;611;529;577;rural;rural;rural;13;21;36;600
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;NA;regular;regular;NA;596;NA;607;NA;suburban;suburban;NA;15;20;649
male;NA;NA;small;NA;NA;NA;NA;NA;NA;rural;NA;NA;12;633
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;small;small;NA;466;533;481;563;inner-city;inner-city;NA;1;30;NA;NA
female;regular;regular+aide;NA;475;541;502;533;inner-city;inner-city;NA;2;16;NA;NA
male;NA;small;NA;NA;NA;NA;NA;NA;urban;NA;NA;6;NA;NA
female;NA;NA;small;NA;NA;NA;NA;NA;NA;rural;NA;NA;13;596
male;regular+aide;NA;NA;NA;NA;NA;NA;inner-city;NA;NA;1;NA;NA;NA
male;regular+aide;regular+aide;NA;448;575;505;514;inner-city;inner-city;NA;35;32;NA;NA
male;NA;NA;regular+aide;NA;NA;NA;NA;NA;NA;inner-city;NA;NA;18;605
female;small;small;small;590;602;578;615;urban;urban;urban;27;12;19;650
male;regular+aide;regular+aide;regular+aide;503;562;512;574;rural;rural;rural;13;20;19;602
female;NA;regular;regular;NA;732;NA;721;NA;suburban;suburban;NA;12;22;733
female;regular;regular;regular;521;545;518;546;rural;rural;rural;23;23;21;585
female;small;small;NA;475;555;481;538;suburban;suburban;NA;23;15;NA;NA
male;regular+aide;regular+aide;regular+aide;629;650;549;632;suburban;suburban;suburban;3;15;21;685
male;regular;NA;NA;456;NA;500;NA;urban;NA;NA;1;NA;NA;NA
male;regular+aide;regular+aide;regular+aide;558;650;512;593;suburban;suburban;suburban;19;10;19;NA
male;NA;small;NA;NA;NA;NA;NA;NA;urban;NA;NA;12;NA;NA
female;small;small;small;487;518;490;559;inner-city;inner-city;inner-city;36;0;1;587
female;NA;NA;regular+aide;NA;NA;NA;NA;NA;NA;inner-city;NA;NA;7;586
male;regular+aide;NA;NA;NA;NA;463;NA;rural;NA;NA;21;NA;NA;NA
male;NA;regular+aide;regular+aide;NA;NA;NA;NA;NA;rural;rural;NA;2;10;653
female;NA;small;small;NA;586;NA;590;NA;inner-city;inner-city;NA;14;8;625
male;regular+aide;NA;NA;477;NA;538;NA;inner-city;NA;NA;24;NA;NA;NA
female;regular+aide;NA;NA;536;NA;532;NA;urban;NA;NA;22;NA;NA;NA
female;small;small;small;553;608;553;632;inner-city;inner-city;inner-city;13;33;18;653
male;regular;NA;NA;509;NA;493;NA;rural;NA;NA;16;NA;NA;NA
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;NA;regular;regular;NA;611;NA;620;NA;suburban;suburban;NA;8;15;NA
female;NA;NA;regular+aide;NA;NA;NA;NA;NA;NA;suburban;NA;NA;25;574
male;regular+aide;NA;NA;579;NA;578;NA;rural;NA;NA;7;NA;NA;NA
female;small;small;small;571;584;520;561;urban;urban;urban;5;9;13;636
female;NA;NA;regular+aide;NA;NA;NA;NA;NA;NA;rural;NA;NA;19;618
female;small;small;small;571;631;557;561;urban;urban;urban;16;17;11;599
male;regular;NA;NA;439;NA;502;NA;urban;NA;NA;20;NA;NA;NA
male;regular;regular+aide;regular+aide;564;637;578;648;rural;rural;rural;8;8;11;655
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;NA;NA;regular+aide;NA;NA;NA;NA;NA;NA;suburban;NA;NA;8;622
male;regular;regular;regular;478;586;520;584;suburban;suburban;suburban;7;8;15;578
male;regular;NA;NA;536;NA;518;NA;urban;NA;NA;20;NA;NA;NA
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;small;small;regular+aide;463;571;479;502;inner-city;inner-city;inner-city;6;28;18;575
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;small;NA;NA;453;NA;495;NA;urban;NA;NA;12;NA;NA;NA
male;regular+aide;regular+aide;regular+aide;629;604;592;648;rural;rural;rural;23;21;36;623
male;NA;NA;regular+aide;NA;NA;NA;NA;NA;NA;suburban;NA;NA;14;639
female;regular+aide;regular+aide;regular+aide;492;520;520;536;urban;urban;urban;12;13;7;NA
male;NA;regular;regular;NA;508;NA;607;NA;inner-city;inner-city;NA;13;19;599
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;regular;regular;regular;590;627;553;615;suburban;suburban;suburban;18;15;20;627
male;regular;regular;NA;514;538;545;518;suburban;suburban;NA;4;4;NA;NA
male;regular;NA;NA;450;NA;512;NA;inner-city;NA;NA;3;NA;NA;NA
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;NA;regular;NA;NA;659;NA;659;NA;rural;NA;NA;17;NA;NA
female;NA;NA;regular;NA;NA;NA;NA;NA;NA;suburban;NA;NA;8;609
male;NA;NA;regular;NA;NA;NA;NA;NA;NA;suburban;NA;NA;11;542
female;regular+aide;regular;regular+aide;558;618;567;568;inner-city;inner-city;inner-city;27;7;12;658
male;small;NA;NA;590;NA;612;NA;rural;NA;NA;14;NA;NA;NA
male;regular;regular+aide;regular+aide;485;602;507;599;urban;urban;urban;11;20;20;667
male;NA;regular;regular;NA;NA;NA;NA;NA;inner-city;inner-city;NA;4;16;574
female;NA;NA;regular;NA;NA;NA;NA;NA;NA;inner-city;NA;NA;2;NA
male;regular+aide;NA;NA;430;NA;456;NA;suburban;NA;NA;2;NA;NA;NA
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;regular+aide;regular+aide;regular+aide;483;554;529;579;inner-city;inner-city;inner-city;10;14;33;600
male;small;NA;NA;487;NA;497;NA;rural;NA;NA;15;NA;NA;NA
male;regular;regular;regular;447;488;484;517;rural;rural;rural;7;1;7;573
female;NA;small;NA;NA;555;NA;543;NA;inner-city;NA;NA;3;NA;NA
male;regular;regular;small;521;564;592;582;rural;rural;rural;13;19;9;611
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;regular+aide;regular+aide;regular+aide;590;650;557;611;rural;rural;rural;13;20;19;647
female;small;small;small;590;684;592;721;rural;rural;rural;31;14;14;700
female;regular+aide;regular+aide;regular+aide;571;622;518;593;rural;rural;rural;11;7;17;642
female;small;small;small;571;618;512;699;rural;rural;rural;1;8;9;633
male;NA;small;NA;NA;562;NA;570;NA;suburban;NA;NA;15;NA;NA
male;NA;NA;regular+aide;NA;NA;NA;NA;NA;NA;suburban;NA;NA;21;625
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;regular+aide;regular+aide;regular+aide;478;542;481;545;inner-city;inner-city;inner-city;5;13;3;598
female;regular;regular+aide;regular+aide;485;568;526;632;inner-city;inner-city;inner-city;5;35;25;610
female;regular+aide;NA;NA;426;NA;441;NA;rural;NA;NA;2;NA;NA;NA
female;small;small;small;495;555;553;520;inner-city;inner-city;inner-city;2;0;1;551
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;regular+aide;regular+aide;NA;540;577;572;570;suburban;suburban;NA;6;21;NA;NA
male;regular;regular;regular;544;579;549;607;rural;rural;rural;19;18;6;611
female;regular;regular;regular;492;591;529;574;rural;rural;rural;16;25;4;593
female;regular;regular;small;492;554;529;543;inner-city;inner-city;inner-city;21;2;22;617
male;regular+aide;regular+aide;regular+aide;629;643;553;615;suburban;suburban;suburban;1;22;15;633
male;regular+aide;NA;NA;629;NA;481;NA;suburban;NA;NA;19;NA;NA;NA
male;NA;NA;regular;NA;NA;NA;NA;NA;NA;rural;NA;NA;7;616
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;small;small;small;527;622;510;584;rural;rural;rural;19;12;3;627
female;NA;regular+aide;regular+aide;NA;591;NA;510;NA;inner-city;inner-city;NA;10;7;NA
female;regular;regular;NA;483;573;538;568;rural;rural;NA;42;0;NA;NA
female;regular;regular;regular;564;604;535;579;suburban;suburban;suburban;18;12;22;642
male;regular;regular;NA;436;523;465;523;inner-city;inner-city;NA;15;4;NA;NA
female;small;small;small;540;569;507;552;inner-city;inner-city;inner-city;4;26;7;NA
male;NA;small;small;NA;547;NA;559;NA;suburban;suburban;NA;23;14;611
female;NA;regular;NA;NA;637;NA;615;NA;rural;NA;NA;12;NA;NA
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;NA;small;NA;NA;530;NA;548;NA;rural;NA;NA;11;NA;NA
male;regular+aide;regular+aide;regular+aide;503;588;538;574;suburban;suburban;suburban;1;22;15;605
female;regular+aide;regular+aide;regular+aide;548;622;523;568;suburban;suburban;suburban;2;9;28;658
male;NA;regular+aide;regular+aide;NA;602;NA;607;NA;rural;rural;NA;20;9;639
male;small;small;small;579;684;542;659;suburban;suburban;suburban;23;33;15;697
female;NA;NA;small;NA;NA;NA;NA;NA;NA;suburban;NA;NA;20;NA
female;NA;NA;small;NA;NA;NA;NA;NA;NA;rural;NA;NA;28;556
female;small;small;small;571;593;567;565;rural;rural;rural;26;4;5;628
male;small;NA;NA;540;NA;526;NA;suburban;NA;NA;16;NA;NA;NA
female;NA;NA;small;NA;NA;NA;NA;NA;NA;rural;NA;NA;15;599
male;regular+aide;regular+aide;NA;604;732;592;659;rural;rural;NA;11;6;NA;NA
male;NA;NA;regular+aide;NA;NA;NA;NA;NA;NA;inner-city;NA;NA;30;525
male;small;small;NA;524;NA;562;NA;rural;rural;NA;7;11;NA;NA
male;small;NA;NA;505;NA;518;NA;rural;NA;NA;14;NA;NA;NA
female;NA;NA;small;NA;NA;NA;NA;NA;NA;inner-city;NA;NA;11;NA
male;regular;NA;NA;431;NA;451;NA;inner-city;NA;NA;0;NA;NA;NA
male;regular;regular;NA;483;517;510;500;rural;rural;NA;7;1;NA;NA
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;regular;regular;regular;579;622;553;626;rural;rural;rural;5;31;8;657
male;regular;regular;regular;536;627;567;639;rural;rural;rural;12;1;18;626
male;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;regular+aide;regular+aide;regular+aide;492;NA;549;NA;rural;rural;rural;9;8;0;NA
male;small;NA;NA;462;NA;484;NA;suburban;NA;NA;4;NA;NA;NA
female;NA;regular;regular;NA;NA;NA;NA;NA;rural;rural;NA;19;3;629
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;regular+aide;regular+aide;NA;503;520;458;486;inner-city;inner-city;NA;35;32;NA;NA
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;regular;small;small;477;545;518;556;suburban;suburban;suburban;1;27;23;611
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
female;regular+aide;NA;NA;433;NA;481;NA;inner-city;NA;NA;24;NA;NA;NA
female;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
male;regular;NA;NA;457;NA;505;NA;inner-city;NA;NA;9;NA;NA;NA
